month,day,weekday,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn,transactionID,sourceAccountID,targetAccountID,timestamp,fan_in_bins_2-3,fan_in_bins_3-inf,fan_out_bins_2-3,fan_out_bins_3-inf,degree_in_bins_2-3,degree_in_bins_3-inf,degree_out_bins_2-3,degree_out_bins_3-inf,scatter-gather_bins_2-3,scatter-gather_bins_3-inf,temp-cycle_bins_2-3,temp-cycle_bins_3-inf,source_fan_out,source_deg_out,source_ratio_out,source_avg_col3_out,source_sum_col3_out,source_var_col3_out,source_skew_col3_out,source_kurtosis_col3_out,source_fan_in,source_deg_in,source_ratio_in,source_avg_col3_in,source_sum_col3_in,source_var_col3_in,source_skew_col3_in,source_kurtosis_col3_in,dest_fan_out,dest_deg_out,dest_ratio_out,dest_avg_col3_out,dest_sum_col3_out,dest_var_col3_out,dest_skew_col3_out,dest_kurtosis_col3_out,dest_fan_in,dest_deg_in,dest_ratio_in,dest_avg_col3_in,dest_sum_col3_in,dest_var_col3_in,dest_skew_col3_in,dest_kurtosis_col3_in
2,25,Tuesday,outbound,SDD,BACS,utilities,phone_internet,other,57.6,45.0,67043.792,local,local_1,,,0,17871.0,100.0,183.0,42063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,48938.5294117647,831955.0,181452475.54325268,-0.3279455185040737,2.245209263178513
2,26,Wednesday,outbound,OTHER,OTHER,other_expenses,other,other,0.8,45.0,67043.792,local,local_1,,,0,17872.0,100.0,159.0,31249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52673,-0.6099360441125831,2.821914233525591
2,26,Wednesday,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,6720.0,45.0,67043.792,local,local_1,,,0,17873.0,100.0,73.0,36141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,36141.0,36141.0,0.0,0.0,0.0
2,28,Friday,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,129.3,45.0,67043.792,local,local_1,,,0,17874.0,100.0,116.0,63672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,62965.58333333333,1511174.0,325377366.49305564,-0.6378198114507304,2.4386597111138464
2,28,Friday,outbound,CARD,Visa/Mastercard,transportation,car,fuel,48.35,45.0,67043.792,local,local_1,,,0,17875.0,100.0,132.0,71511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,60080.66666666666,180242.0,67711441.55555557,0.5966782620978862,1.4999999999999991
3,4,Wednesday,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,3017.6,45.0,67043.792,local,local_1,,,0,17876.0,100.0,231.0,31.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,26.941176470588232,458.0,148.99653979238755,0.5587658118932909,2.90011363830031
3,11,Wednesday,outbound,CARD,Visa/Mastercard,transportation,car,fuel,48.0,45.0,67043.792,local,local_1,,,0,17877.0,100.0,124.0,44847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,40942.0,81884.0,15249025.0,0.0,1.0
3,12,Thursday,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.8,45.0,67043.792,local,local_1,,,0,17878.0,100.0,89.0,315.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159183,0.0859489307214686,1.7299882722524076
3,12,Thursday,outbound,WIRE TRANSFER,FPS,home,rent_paid,other,960.0,45.0,67043.792,local,local_1,,,0,17879.0,100.0,70.0,67473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,43132.4,215662.0,183237812.64,0.8547080898947066,2.375092478662723
3,23,Monday,outbound,SDD,BACS,other_expenses,other,other,240.0,45.0,67043.792,local,local_1,,,0,17880.0,100.0,159.0,34280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52673,-0.6099360441125831,2.821914233525591
3,25,Wednesday,outbound,SDD,BACS,utilities,phone_internet,other,57.6,45.0,67043.792,local,local_1,,,0,17881.0,100.0,183.0,44576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,48938.5294117647,831955.0,181452475.54325268,-0.3279455185040737,2.245209263178513
3,31,Tuesday,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,193.92,45.0,67043.792,local,local_1,,,0,17882.0,100.0,116.0,27775.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,62965.58333333333,1511174.0,325377366.49305564,-0.6378198114507304,2.4386597111138464
4,3,Friday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,323.2,45.0,67043.792,local,local_1,,,0,17883.0,100.0,213.0,25322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,43491.22222222222,391421.0,457141351.0617284,1.1984889484072574,2.656997783175301
4,6,Monday,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2851.2,45.0,67043.792,local,local_1,,,0,17884.0,100.0,231.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,26.941176470588232,458.0,148.99653979238755,0.5587658118932909,2.90011363830031
4,14,Tuesday,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.8,45.0,67043.792,local,local_1,,,0,17885.0,100.0,89.0,399.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159183,0.0859489307214686,1.7299882722524076
4,14,Tuesday,outbound,WIRE TRANSFER,FPS,home,rent_paid,other,960.0,45.0,67043.792,local,local_1,,,0,17886.0,100.0,70.0,40638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,43132.4,215662.0,183237812.64,0.8547080898947066,2.375092478662723
4,20,Monday,outbound,SDD,BACS,other_expenses,other,other,192.0,45.0,67043.792,local,local_1,,,0,17887.0,100.0,159.0,35122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52673,-0.6099360441125831,2.821914233525591
4,24,Friday,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,6720.0,45.0,67043.792,local,local_1,,,0,17889.0,100.0,29.0,47117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,47117.0,47117.0,0.0,0.0,0.0
4,24,Friday,outbound,OTHER,OTHER,other_expenses,other,other,0.8,45.0,67043.792,local,local_1,,,0,17888.0,100.0,159.0,56164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52673,-0.6099360441125831,2.821914233525591
4,27,Monday,outbound,SDD,BACS,utilities,phone_internet,other,57.6,45.0,67043.792,local,local_1,,,0,17890.0,100.0,183.0,53212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,48938.5294117647,831955.0,181452475.54325268,-0.3279455185040737,2.245209263178513
4,29,Wednesday,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,128.58,45.0,67043.792,local,local_1,,,0,17891.0,100.0,116.0,77042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,62965.58333333333,1511174.0,325377366.49305564,-0.6378198114507304,2.4386597111138464
5,4,Monday,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2750.4,45.0,67043.792,local,local_1,,,0,17892.0,100.0,231.0,29.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,26.941176470588232,458.0,148.99653979238755,0.5587658118932909,2.90011363830031
5,11,Monday,outbound,SDD,BACS,other_expenses,other,other,160.0,45.0,67043.792,local,local_1,,,0,17893.0,100.0,159.0,14509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52673,-0.6099360441125831,2.821914233525591
5,12,Tuesday,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.8,45.0,67043.792,local,local_1,,,0,17895.0,100.0,89.0,1714.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159183,0.0859489307214686,1.7299882722524076
5,12,Tuesday,outbound,WIRE TRANSFER,FPS,home,rent_paid,other,960.0,45.0,67043.792,local,local_1,,,0,17896.0,100.0,70.0,30681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,43132.4,215662.0,183237812.64,0.8547080898947066,2.375092478662723
5,12,Tuesday,outbound,OTHER,OTHER,health,medicines_parapharmacy,other,27.66,45.0,67043.792,local,local_1,,,0,17894.0,100.0,182.0,44237.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,44237.0,44237.0,0.0,0.0,0.0
5,13,Wednesday,outbound,CARD,Visa/Mastercard,transportation,car,fuel,64.0,45.0,67043.792,local,local_1,,,0,17897.0,100.0,125.0,33315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,28576.0,85728.0,348264220.6666667,-0.3645354353472431,1.5000000000000002
5,15,Friday,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,195.52,45.0,67043.792,local,local_1,,,0,17898.0,100.0,116.0,79146.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,62965.58333333333,1511174.0,325377366.49305564,-0.6378198114507304,2.4386597111138464
5,25,Monday,outbound,SDD,BACS,utilities,phone_internet,other,57.6,45.0,67043.792,local,local_1,,,0,17899.0,100.0,183.0,26851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,48938.5294117647,831955.0,181452475.54325268,-0.3279455185040737,2.245209263178513
6,3,Wednesday,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,92.03,45.0,67043.792,local,local_1,,,0,17900.0,100.0,116.0,22893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,62965.58333333333,1511174.0,325377366.49305564,-0.6378198114507304,2.4386597111138464
6,3,Wednesday,outbound,CARD,Visa/Mastercard,transportation,car,fuel,64.03,45.0,67043.792,local,local_1,,,0,17901.0,100.0,132.0,52474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,60080.66666666666,180242.0,67711441.55555557,0.5966782620978862,1.4999999999999991
6,4,Thursday,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2795.2,45.0,67043.792,local,local_1,,,0,17902.0,100.0,231.0,10.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,26.941176470588232,458.0,148.99653979238755,0.5587658118932909,2.90011363830031
6,13,Saturday,outbound,CARD,Visa/Mastercard,leisure,restaurants_takeaway_aperitifs,other,182.4,45.0,67043.792,local,local_1,,,0,17903.0,100.0,196.0,32522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,32522.0,32522.0,0.0,0.0,0.0
6,19,Friday,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,101.86,45.0,67043.792,local,local_1,,,0,17904.0,100.0,116.0,69022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,62965.58333333333,1511174.0,325377366.49305564,-0.6378198114507304,2.4386597111138464
6,21,Sunday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,91.66,45.0,67043.792,local,local_1,,,0,17905.0,100.0,218.0,79138.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,58618.4,586184.0,223506810.44,0.2990359737943343,1.6129186246242926
6,25,Thursday,outbound,SDD,BACS,utilities,phone_internet,other,57.6,45.0,67043.792,local,local_1,,,0,17906.0,100.0,183.0,49971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,48938.5294117647,831955.0,181452475.54325268,-0.3279455185040737,2.245209263178513
6,27,Saturday,outbound,CARD,Visa/Mastercard,transportation,car,fuel,72.05,45.0,67043.792,local,local_1,,,0,17907.0,100.0,124.0,37037.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,40942.0,81884.0,15249025.0,0.0,1.0
7,1,Wednesday,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2828.8,45.0,67043.792,local,local_1,,,0,17908.0,100.0,231.0,46.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,26.941176470588232,458.0,148.99653979238755,0.5587658118932909,2.90011363830031
7,3,Friday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,59.04,45.0,67043.792,local,local_1,,,0,17909.0,100.0,213.0,25261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,43491.22222222222,391421.0,457141351.0617284,1.1984889484072574,2.656997783175301
7,4,Saturday,outbound,OTHER,OTHER,taxes,other,other,13.6,45.0,67043.792,local,local_1,,,0,17910.0,100.0,221.0,42192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,6.166666666666667,58482.16216216217,2163840.0,375175756.1358656,-0.1407989068848027,1.5573968333146928
7,6,Monday,outbound,OTHER,OTHER,transportation,car,highway_tolls,2.72,45.0,67043.792,local,local_1,,,0,17911.0,100.0,148.0,63128.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.5,47549.42857142857,332846.0,142943029.67346936,0.2684666387588819,1.1442370584062425
7,16,Thursday,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,47.97,45.0,67043.792,local,local_1,,,0,17912.0,100.0,207.0,59979.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,49565.66666666667,297394.0,183532155.88888884,1.0266198832875717,2.3797118441499974
7,17,Friday,outbound,CARD,Visa/Mastercard,transportation,car,fuel,80.0,45.0,67043.792,local,local_1,,,0,17914.0,100.0,128.0,44664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,44664.0,44664.0,0.0,0.0,0.0
7,17,Friday,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,300.0,45.0,67043.792,local,local_1,,,0,17913.0,100.0,98.0,57107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,227.0,4.934782608695652,46927.93832599119,10652642.0,580877756.9829814,-0.5896047213799033,2.5216347913580317,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,57980.2,579802.0,379995340.3600001,-1.2447947538161654,2.9205029579382997
