transaction_id,account_id,month,day,weekday,hour,min,sec,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,counterpart_id
17905,100,6,21,Sunday,21,58,58,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,91.66,supermarket_groceries_73
17906,100,6,25,Thursday,13,52,51,outbound,SDD,BACS,utilities,phone_internet,other,57.6,phone_internet_1
17907,100,6,27,Saturday,10,17,17,outbound,CARD,Visa/Mastercard,transportation,car,fuel,72.05,fuel_167
17908,100,7,1,Wednesday,0,0,46,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2828.8,work_income_70
17909,100,7,3,Friday,7,1,1,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,59.04,supermarket_groceries_36
17910,100,7,4,Saturday,11,43,12,outbound,OTHER,OTHER,taxes,other,other,13.6,taxes_1
17911,100,7,6,Monday,17,32,8,outbound,OTHER,OTHER,transportation,car,highway_tolls,2.72,highway_tolls_1
17912,100,7,16,Thursday,16,39,39,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,47.97,supermarket_groceries_169
17914,100,7,17,Friday,12,24,24,outbound,CARD,Visa/Mastercard,transportation,car,fuel,80.0,fuel_200
17913,100,7,17,Friday,15,51,47,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,300.0,cash_61
17915,100,7,27,Monday,9,52,43,outbound,SDD,BACS,utilities,phone_internet,other,57.6,phone_internet_1
17916,100,7,27,Monday,12,16,16,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,31.58,supermarket_groceries_73
17917,100,7,29,Wednesday,10,4,4,outbound,CARD,Visa/Mastercard,shopping,personal_care,hairdresser_beautician,64.0,personal_care_55
17918,100,7,31,Friday,12,15,15,outbound,CARD,Visa/Mastercard,shopping,clothing,other,36.78,clothing_92
17919,100,8,3,Monday,0,0,16,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,4372.8,work_income_70
17921,100,8,4,Tuesday,10,17,17,outbound,CARD,Visa/Mastercard,health,medical_visits_exams,other,187.52,medical_visit_6
17920,100,8,4,Tuesday,13,9,1,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,47.84,electricity_gas_bill_10
17923,100,8,6,Thursday,1,2,2,outbound,CARD,Visa/Mastercard,transportation,car,fuel,64.0,fuel_187
17922,100,8,6,Thursday,18,38,10,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,300.0,cash_61
17924,100,8,11,Tuesday,20,55,55,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,58.98,supermarket_groceries_169
17925,100,8,12,Wednesday,21,21,22,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,200.0,cash_61
17926,100,8,19,Wednesday,11,10,1,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,52.8,electricity_gas_bill_10
17927,100,8,19,Wednesday,15,38,33,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,74.24,electricity_gas_bill_10
17928,100,8,20,Thursday,13,31,31,outbound,CARD,Visa/Mastercard,transportation,car,fuel,64.22,fuel_187
17929,100,8,24,Monday,10,10,10,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,76.8,supermarket_groceries_36
17931,100,8,25,Tuesday,9,4,4,outbound,CARD,Visa/Mastercard,shopping,clothing,other,247.2,clothing_92
17930,100,8,25,Tuesday,14,1,20,outbound,SDD,BACS,utilities,phone_internet,other,57.6,phone_internet_1
17932,100,8,29,Saturday,15,37,37,outbound,CARD,Visa/Mastercard,transportation,car,fuel,64.26,fuel_46
17933,100,9,2,Wednesday,0,0,10,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2782.4,work_income_70
17934,100,9,7,Monday,7,42,52,outbound,SDD,BACS,other_expenses,other,other,160.0,other_1
17936,100,9,8,Tuesday,12,25,25,outbound,CARD,Visa/Mastercard,transportation,car,fuel,48.19,fuel_196
17935,100,9,8,Tuesday,14,39,39,outbound,CARD,Visa/Mastercard,health,medical_visits_exams,other,483.2,medical_visit_6
17937,100,9,11,Friday,21,28,25,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,300.0,cash_98
17938,100,9,13,Sunday,5,6,6,outbound,CARD,Visa/Mastercard,transportation,car,fuel,80.0,fuel_196
17939,100,9,18,Friday,17,51,51,outbound,CARD,Visa/Mastercard,shopping,personal_care,hairdresser_beautician,211.2,personal_care_56
17940,100,9,18,Friday,23,59,59,outbound,CARD,Visa/Mastercard,leisure,restaurants_takeaway_aperitifs,other,36.0,restaurants_takeaway_199
17941,100,9,25,Friday,7,17,23,outbound,SDD,BACS,utilities,phone_internet,other,57.6,phone_internet_1
17942,100,9,27,Sunday,16,38,38,outbound,CARD,Visa/Mastercard,transportation,car,fuel,48.0,fuel_196
17943,100,10,1,Thursday,0,0,21,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2816.0,work_income_70
17944,100,10,2,Friday,19,22,58,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,7758.4,1141529
17945,100,10,3,Saturday,23,21,16,outbound,OTHER,OTHER,taxes,other,other,13.76,taxes_1
17946,100,10,5,Monday,16,47,47,outbound,CARD,Visa/Mastercard,shopping,accessories_jewelry,other,102.4,jewelry_16
17947,100,10,8,Thursday,17,39,47,outbound,SDD,BACS,other_expenses,other,other,480.0,other_1
17949,100,10,13,Tuesday,16,39,39,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,56.0,supermarket_groceries_73
17948,100,10,13,Tuesday,23,53,47,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,57.82,electricity_gas_bill_10
17951,100,10,15,Thursday,9,5,5,outbound,CARD,Visa/Mastercard,shopping,personal_care,hairdresser_beautician,118.4,personal_care_56
17950,100,10,15,Thursday,11,16,16,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,41.73,supermarket_groceries_169
17952,100,10,16,Friday,9,7,7,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,33.92,supermarket_groceries_36
17953,100,10,19,Monday,20,29,15,outbound,SDD,BACS,other_expenses,other,other,320.0,other_1
17957,100,10,20,Tuesday,10,9,9,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,7.1,supermarket_groceries_36
17955,100,10,20,Tuesday,18,1,34,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,94.24,electricity_gas_bill_10
17956,100,10,20,Tuesday,18,48,48,outbound,WIRE TRANSFER,FPS,home,furniture_appliances,other,5185.6,furniture_18
17954,100,10,20,Tuesday,21,30,25,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,114.64,electricity_gas_bill_10
17958,100,10,22,Thursday,12,16,16,outbound,CARD,Visa/Mastercard,shopping,personal_care,hairdresser_beautician,40.0,personal_care_52
17959,100,10,26,Monday,0,9,41,outbound,SDD,BACS,commissions_bank_fees,other,other,25.6,bank_commission_1
17960,100,10,26,Monday,14,6,7,outbound,SDD,BACS,utilities,phone_internet,other,57.6,phone_internet_1
17965,100,10,29,Thursday,1,0,0,outbound,CARD,Visa/Mastercard,shopping,personal_care,hairdresser_beautician,16.0,personal_care_100
17964,100,10,29,Thursday,16,40,40,outbound,CARD,Visa/Mastercard,shopping,personal_care,hairdresser_beautician,16.0,personal_care_52
17962,100,10,29,Thursday,17,16,2,inbound,OTHER,OTHER,income,other_income,other_uncategorized_income,16.0,other_1
17961,100,10,29,Thursday,17,32,8,inbound,OTHER,OTHER,income,other_income,other_uncategorized_income,16.0,other_1
17966,100,10,29,Thursday,18,50,50,outbound,CARD,Visa/Mastercard,shopping,personal_care,hairdresser_beautician,27.2,personal_care_60
17963,100,10,29,Thursday,20,2,54,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,200.0,cash_61
17968,100,11,2,Monday,0,0,27,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2814.4,work_income_70
17967,100,11,2,Monday,18,37,22,outbound,SDD,BACS,other_expenses,other,other,352.0,other_1
17969,100,11,4,Wednesday,16,49,53,outbound,SDD,BACS,other_expenses,other,other,32.0,other_1
17970,100,11,5,Thursday,15,40,40,outbound,SDD,BACS,shopping,pets,other,80.0,pet_shop_98
17971,100,11,8,Sunday,18,10,16,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,200.0,cash_98
17972,100,11,9,Monday,0,7,32,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1040.0,153331
17973,100,11,10,Tuesday,14,31,31,outbound,CARD,Visa/Mastercard,shopping,clothing,other,48.0,clothing_92
17974,100,11,11,Wednesday,17,30,15,outbound,CARD,Visa/Mastercard,financial_assets,cryptocurrency,purchase,478.08,cryptocurrency_exchange_1
17975,100,11,11,Wednesday,18,51,51,outbound,CARD,Visa/Mastercard,shopping,personal_care,hairdresser_beautician,160.0,personal_care_60
17976,100,11,16,Monday,18,54,24,outbound,WIRE TRANSFER,FPS,transportation,other,other,5840.0,transportation_32
17977,100,11,19,Thursday,19,41,17,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,36.8,electricity_gas_bill_10
17978,100,11,19,Thursday,21,54,54,outbound,CARD,Visa/Mastercard,transportation,car,fuel,48.0,fuel_76
17979,100,11,20,Friday,17,53,11,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,200.0,cash_61
17980,100,11,24,Tuesday,10,10,10,outbound,CARD,Visa/Mastercard,shopping,personal_care,hairdresser_beautician,57.6,personal_care_55
17981,100,11,25,Wednesday,19,31,27,outbound,SDD,BACS,utilities,phone_internet,other,57.6,phone_internet_1
17984,100,11,26,Thursday,9,4,4,outbound,CARD,Visa/Mastercard,shopping,personal_care,hairdresser_beautician,48.0,personal_care_86
17983,100,11,26,Thursday,12,19,19,outbound,CARD,Visa/Mastercard,shopping,clothing,other,182.24,clothing_41
17982,100,11,26,Thursday,21,58,58,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,37.38,supermarket_groceries_73
17986,100,11,27,Friday,13,19,44,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,532.0,785518
17985,100,11,27,Friday,15,50,37,outbound,SDD,BACS,other_expenses,other,other,320.0,other_1
17987,100,11,30,Monday,13,21,21,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,92.54,supermarket_groceries_198
17988,100,12,1,Tuesday,0,0,14,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,2918.4,work_income_70
17989,100,12,2,Wednesday,16,2,19,outbound,CARD,Visa/Mastercard,health,hospitalizations_treatments,other,36.0,hospital_45
17990,100,12,7,Monday,5,39,44,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,100.0,cash_61
17991,100,12,11,Friday,0,0,0,outbound,CARD,Visa/Mastercard,transportation,car,fuel,48.0,fuel_76
17994,100,12,14,Monday,12,17,17,outbound,CARD,Visa/Mastercard,shopping,clothing,other,22.37,clothing_92
17993,100,12,14,Monday,14,27,27,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,30.02,supermarket_groceries_73
17992,100,12,14,Monday,16,42,42,outbound,CARD,Visa/Mastercard,shopping,clothing,other,73.55,clothing_4
17995,100,12,15,Tuesday,15,56,40,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,53.98,electricity_gas_bill_10
17996,100,12,15,Tuesday,17,47,47,outbound,CARD,Visa/Mastercard,shopping,personal_care,hairdresser_beautician,104.0,personal_care_60
17997,100,12,16,Wednesday,19,48,48,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,34.35,supermarket_groceries_198
17998,100,12,18,Friday,11,6,24,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,55.81,electricity_gas_bill_10
18000,100,12,18,Friday,15,57,3,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,200.0,cash_98
17999,100,12,18,Friday,23,27,4,outbound,SDD,BACS,utilities,domestic_utilities,electricity_gas_bill,71.82,electricity_gas_bill_10
18001,100,12,19,Saturday,8,3,3,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,31.07,supermarket_groceries_198
18003,100,12,21,Monday,0,0,35,inbound,WIRE TRANSFER,BACS,income,work_income,channeled_salary,5604.8,work_income_70
18005,100,12,21,Monday,10,8,8,outbound,CARD,Visa/Mastercard,shopping,clothing,other,84.48,clothing_41
18002,100,12,21,Monday,10,53,52,outbound,SDD,BACS,other_expenses,other,other,16.0,other_1
18007,100,12,21,Monday,11,14,14,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,35.97,supermarket_groceries_169
18004,100,12,21,Monday,12,21,21,outbound,CARD,Visa/Mastercard,shopping,accessories_jewelry,other,95.92,jewelry_16
18006,100,12,21,Monday,18,51,51,outbound,CARD,Visa/Mastercard,shopping,clothing,other,31.98,clothing_4
18008,100,12,22,Tuesday,11,13,13,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,26.4,supermarket_groceries_198
18009,100,12,23,Wednesday,22,58,58,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,39.84,supermarket_groceries_36
18010,100,12,28,Monday,16,32,41,outbound,SDD,BACS,utilities,phone_internet,other,57.6,phone_internet_1
18011,100,12,30,Wednesday,11,11,11,outbound,CARD,Visa/Mastercard,groceries_expenses,supermarket_groceries,other,39.15,supermarket_groceries_73
165260,1000,1,23,Thursday,0,29,59,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.4398826213379605,bank_commission_1
165261,1000,2,6,Thursday,0,12,55,outbound,OTHER,OTHER,commissions_bank_fees,other,other,4.119110496416972,bank_commission_1
165423,1000,2,7,Friday,21,58,7,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,7.2,1002
165263,1000,2,14,Friday,0,9,52,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.653996003218096,bank_commission_1
165264,1000,2,15,Saturday,0,3,10,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.6,bank_commission_1
165265,1000,3,1,Sunday,0,23,2,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.6,bank_commission_1
165453,1000,3,1,Sunday,14,51,36,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,2.5,1002
165267,1000,3,19,Thursday,0,8,6,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.200724902188954,bank_commission_1
165268,1000,4,1,Wednesday,0,5,18,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.6397107963882163,bank_commission_1
165269,1000,4,3,Friday,0,20,46,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.6,bank_commission_1
165498,1000,4,3,Friday,21,5,8,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,27.1,1002
165271,1000,4,22,Wednesday,0,23,57,outbound,OTHER,OTHER,commissions_bank_fees,other,other,4.031990630907249,bank_commission_1
165272,1000,4,23,Thursday,0,24,40,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.6,bank_commission_1
165273,1000,4,26,Sunday,0,20,24,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.6,bank_commission_1
165274,1000,4,29,Wednesday,0,3,53,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.96,bank_commission_1
165275,1000,4,29,Wednesday,0,26,4,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.564444625626577,bank_commission_1
165276,1000,4,30,Thursday,0,6,14,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.4443436073398894,bank_commission_1
165277,1000,5,3,Sunday,0,23,52,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.9485007317208565,bank_commission_1
165278,1000,7,1,Wednesday,0,2,48,outbound,OTHER,OTHER,commissions_bank_fees,other,other,6.48,bank_commission_1
165626,1000,7,1,Wednesday,1,14,9,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,6.8,1002
165280,1000,7,3,Friday,0,10,55,outbound,OTHER,OTHER,commissions_bank_fees,other,other,4.7550194705997,bank_commission_1
165281,1000,7,29,Wednesday,0,6,44,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.9210918511923385,bank_commission_1
165282,1000,8,26,Wednesday,0,13,33,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.7757948522761575,bank_commission_1
165285,1000,9,14,Monday,0,1,35,outbound,OTHER,OTHER,commissions_bank_fees,other,other,4.371475801145353,bank_commission_1
165284,1000,9,14,Monday,0,5,3,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.6,bank_commission_1
165283,1000,9,14,Monday,0,22,3,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.6,bank_commission_1
165752,1000,9,14,Monday,14,59,11,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,13.2,1002
165287,1000,9,26,Saturday,0,3,12,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.400056026601517,bank_commission_1
165288,1000,9,30,Wednesday,0,16,3,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.5217481477992716,bank_commission_1
165802,1000,10,11,Sunday,16,30,56,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,5.2,1002
165290,1000,10,23,Friday,0,13,3,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.3220914573031575,bank_commission_1
165291,1000,10,25,Sunday,0,20,21,outbound,OTHER,OTHER,commissions_bank_fees,other,other,4.207354235197453,bank_commission_1
165292,1000,11,2,Monday,0,5,26,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.9314902895718578,bank_commission_1
165842,1000,11,8,Sunday,11,44,13,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,18.2,1002
165294,1000,11,9,Monday,0,14,41,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.6,bank_commission_1
165295,1000,11,15,Sunday,0,9,58,outbound,OTHER,OTHER,commissions_bank_fees,other,other,2.999341495846484,bank_commission_1
165296,1000,11,20,Friday,0,16,31,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.8367638811278835,bank_commission_1
165298,1000,11,25,Wednesday,0,1,3,outbound,OTHER,OTHER,commissions_bank_fees,other,other,4.442285523789086,bank_commission_1
165297,1000,11,25,Wednesday,0,14,20,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.6,bank_commission_1
165299,1000,11,25,Wednesday,0,22,1,outbound,OTHER,OTHER,commissions_bank_fees,other,other,2.747007325165759,bank_commission_1
165300,1000,12,26,Saturday,0,27,14,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.24026315790718,bank_commission_1
1707587,10000,1,25,Saturday,0,15,5,outbound,OTHER,OTHER,commissions_bank_fees,other,other,5.994350708055421,bank_commission_1
1707588,10000,2,6,Thursday,0,14,5,outbound,OTHER,OTHER,commissions_bank_fees,other,other,12.560808669894445,bank_commission_1
1707688,10000,2,10,Monday,2,23,9,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,38.6,10001
1707590,10000,2,23,Sunday,0,10,37,outbound,OTHER,OTHER,commissions_bank_fees,other,other,35.823807262262214,bank_commission_1
1707742,10000,4,6,Monday,15,50,2,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,39.7,10001
1707592,10000,4,21,Tuesday,0,2,32,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707593,10000,4,22,Wednesday,0,3,9,outbound,OTHER,OTHER,commissions_bank_fees,other,other,6.738592479249283,bank_commission_1
1707594,10000,4,26,Sunday,0,17,15,outbound,OTHER,OTHER,commissions_bank_fees,other,other,31.171896127170335,bank_commission_1
1707595,10000,5,2,Saturday,0,22,43,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.9,bank_commission_1
1707764,10000,5,2,Saturday,16,18,55,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,6880.0,10001
1707775,10000,5,11,Monday,20,19,42,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1512.0,10001
1707598,10000,5,24,Sunday,0,7,42,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707599,10000,5,27,Wednesday,5,36,41,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707600,10000,5,27,Wednesday,18,51,53,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707601,10000,5,27,Wednesday,22,6,23,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,9000.0,financial_assets_managed_17
1707603,10000,6,1,Monday,0,23,42,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707795,10000,6,1,Monday,4,56,4,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,189.6,10001
1707602,10000,6,1,Monday,19,9,31,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,7200.0,financial_assets_managed_17
1707605,10000,6,6,Saturday,0,16,41,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707606,10000,6,27,Saturday,0,2,22,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707608,10000,6,28,Sunday,9,18,44,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707607,10000,6,28,Sunday,11,43,0,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707840,10000,7,7,Tuesday,18,25,51,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,2838.0,10001
1707843,10000,7,10,Friday,11,15,43,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4408.0,10001
1707611,10000,7,19,Sunday,0,21,19,outbound,OTHER,OTHER,commissions_bank_fees,other,other,19.191124140708897,bank_commission_1
1707612,10000,7,23,Thursday,14,51,43,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,6675.914779239625,financial_assets_managed_17
1707613,10000,7,26,Sunday,14,28,19,outbound,WIRE TRANSFER,FPS,financial_assets,other,other,720.0,financial_assets_managed_17
1707614,10000,7,27,Monday,0,12,38,outbound,OTHER,OTHER,commissions_bank_fees,other,other,6.3,bank_commission_1
1707616,10000,7,28,Tuesday,14,1,11,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707615,10000,7,28,Tuesday,15,32,21,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707617,10000,8,1,Saturday,0,9,22,outbound,OTHER,OTHER,commissions_bank_fees,other,other,27.0,bank_commission_1
1707618,10000,8,4,Tuesday,0,4,27,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707873,10000,8,9,Sunday,11,6,25,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,207.7,10001
1707621,10000,8,27,Thursday,0,8,36,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707620,10000,8,27,Thursday,0,10,5,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707623,10000,8,30,Sunday,16,5,7,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707622,10000,8,30,Sunday,23,2,37,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707624,10000,9,1,Tuesday,0,8,28,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707898,10000,9,3,Thursday,0,12,20,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,333.4,10001
1707900,10000,9,6,Sunday,4,55,28,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,302.0,10001
1707626,10000,9,6,Sunday,20,15,28,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,270.0,financial_assets_managed_17
1707628,10000,9,8,Tuesday,19,46,33,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,270.0,financial_assets_managed_17
1707629,10000,9,22,Tuesday,0,9,31,outbound,OTHER,OTHER,commissions_bank_fees,other,other,4.614130829763922,bank_commission_1
1707630,10000,9,27,Sunday,0,3,12,outbound,OTHER,OTHER,commissions_bank_fees,other,other,6.3,bank_commission_1
1707631,10000,9,27,Sunday,0,28,34,outbound,OTHER,OTHER,commissions_bank_fees,other,other,2.87509181685246,bank_commission_1
1707632,10000,9,28,Monday,11,24,25,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707633,10000,10,1,Thursday,0,19,5,outbound,OTHER,OTHER,commissions_bank_fees,other,other,10.265053659561385,bank_commission_1
1707634,10000,10,1,Thursday,0,21,6,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707635,10000,10,4,Sunday,0,9,50,outbound,OTHER,OTHER,commissions_bank_fees,other,other,2.0795791264807733,bank_commission_1
1707636,10000,10,5,Monday,0,24,32,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707930,10000,10,5,Monday,21,21,12,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,461.4,10001
1707638,10000,10,8,Thursday,11,48,18,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,270.0,financial_assets_managed_17
1707639,10000,10,16,Friday,0,8,42,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707640,10000,10,17,Saturday,0,6,33,outbound,OTHER,OTHER,commissions_bank_fees,other,other,26.275758346914408,bank_commission_1
1707642,10000,10,28,Wednesday,20,12,50,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707641,10000,10,28,Wednesday,22,39,34,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707643,10000,11,9,Monday,14,17,41,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,270.0,financial_assets_managed_17
1707969,10000,11,15,Sunday,7,41,52,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,5692.0,10001
1707645,10000,11,22,Sunday,0,16,43,outbound,OTHER,OTHER,commissions_bank_fees,other,other,6.982021050515774,bank_commission_1
1707646,10000,11,23,Monday,11,46,53,outbound,WIRE TRANSFER,FPS,financial_assets,other,other,6300.0,financial_assets_managed_17
1707647,10000,11,30,Monday,17,43,12,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707996,10000,12,1,Tuesday,8,30,50,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,595.0,10001
1708001,10000,12,8,Tuesday,4,10,24,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,415.3,10001
1707650,10000,12,9,Wednesday,14,35,17,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,270.0,financial_assets_managed_17
1707651,10000,12,14,Monday,23,22,36,outbound,WIRE TRANSFER,FPS,financial_assets,other,other,900.0,financial_assets_managed_17
1707652,10000,12,16,Wednesday,0,20,21,outbound,OTHER,OTHER,commissions_bank_fees,other,other,0.45,bank_commission_1
1707653,10000,12,27,Sunday,0,1,4,outbound,OTHER,OTHER,commissions_bank_fees,other,other,10.357117039200151,bank_commission_1
1707655,10000,12,28,Monday,3,42,11,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
1707654,10000,12,28,Monday,12,18,31,outbound,OTHER,OTHER,financial_assets,managed_fund,sale,90.0,financial_assets_managed_17
17020427,100000,1,27,Monday,0,28,6,outbound,OTHER,OTHER,commissions_bank_fees,other,other,3.14,bank_commission_1
